secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,2e-05,0,0,0,1676.8,-105.26993768,40.01052313,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,4e-05,0,0,0,1676.8,-105.26993751,40.01052321,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,4e-05,0,0,0,1676.6,-105.26993751,40.01052321,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,7e-05,0,0,0,1676.8,-105.26993717,40.01052329,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,0,0,8e-05,0,0,0,1676.8,-105.26993692,40.01052329,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,0,0,8e-05,0,0,0,1676.8,-105.26993659,40.01052296,0,0,21,0,-255,0,0,0,0,0,0,0,0
7,0,0,0.00014,0,0,0,1676.8,-105.26993667,40.01052380,0,0,21,0,-255,0,0,0,0,0,0,0,0
8,0,0,0.00015,0,0,0,1676.8,-105.26993650,40.01052388,0,0,21,0,-255,0,0,0,0,0,0,0,0
9,0,0,0.00016,0,0,0,1676.8,-105.26993659,40.01052405,0,0,21,0,-255,0,0,0,0,0,0,0,0
10,0,0,0.00016,0,0,0,1677,-105.26993659,40.01052405,0,0,21,0,-255,0,0,0,0,0,0,0,0
11,0,0,0.00016,0,0,0,1677,-105.26993659,40.01052405,0,0,21,0,-255,0,0,0,0,0,0,0,0
12,112,0,0.00017,0,0,1480,1677,-105.26993650,40.01052413,0,0,21,0,49,0,0,0,0,0,0,0,0
13,130,0,0.00017,0,0,1565,1676.8,-105.26993642,40.01052405,0,0,21,0,44,0,0,0,0,0,0,0,0
14,128,0,0.00017,0,0,1455,1676.8,-105.26993642,40.01052405,0,0,21,0,54,0,0,0,0,0,0,0,0
15,107,0,0.00017,0,0,694,1676.8,-105.26993659,40.01052405,0,0,21,0,49,0,0,0,0,0,0,0,0
16,107,0,0.00018,0,0,0,1676.6,-105.26993642,40.01052396,0,0,21,0,49,0,0,0,0,0,0,0,0
17,107,0,0.0002,0,0,0,1676.6,-105.26993608,40.01052405,0,0,21,0,49,0,0,0,0,0,0,0,0
